interaction_id,timestamp,source_id,target_id,interaction_type,content_topic_1,content_topic_2,content_topic_3,content_topic_4,content_topic_5,content_topic_6,content_topic_7,content_topic_8,content_topic_9,content_topic_10,window_id
107,2023-01-01 11:47:19,93,79,comment,0.0172856786126186,0.3539829425489656,0.5578965559323473,0.1778191073415232,0.0153023509698903,0.3165103589201778,0.1062612994234634,0.1313336079222246,0.0822335601066417,0.3122900350638523,45
102,2023-01-01 11:49:00,79,81,like,,,,,,,,,,,45
104,2023-01-01 11:53:48,56,-1,post,0.1757280110202832,0.2479445516838825,0.1812908616947918,0.1039227209801925,0.3096278790005907,0.0606923135873486,0.0709525171307899,0.1448900821518512,0.6585718046915002,0.0511228364450807,46
111,2023-01-01 11:53:54,42,19,like,,,,,,,,,,,46
98,2023-01-01 11:54:02,78,79,like,,,,,,,,,,,46
96,2023-01-01 11:55:28,43,52,like,,,,,,,,,,,46
112,2023-01-01 11:56:29,75,-1,post,0.2105996784064665,0.3662651967344627,0.0693673696303015,0.1612773145823906,0.2337778409521012,0.2797561546693044,0.0541617973730988,0.0424364289715631,0.0637815730050891,0.3889432541977487,46
99,2023-01-01 11:57:06,17,32,like,,,,,,,,,,,46
147,2023-01-01 12:04:00,5,-1,post,0.0710273452577325,0.2397408299847963,0.2318328553717339,0.1652666552318344,0.0604000643206334,0.2105717646061495,0.1485611036243879,0.3291928100120887,0.0977747795467929,0.1049354264069314,46
133,2023-01-01 12:06:03,7,60,like,,,,,,,,,,,47
141,2023-01-01 12:06:17,80,54,like,,,,,,,,,,,47
140,2023-01-01 12:07:38,47,50,comment,0.0396666273325905,0.0148261850751878,0.3046244633023385,0.2703292877287061,0.322879930457397,0.1896959460504574,0.0194724140720144,0.262366211522425,0.0886031531863307,0.1886381064710768,47
129,2023-01-01 12:08:10,56,47,comment,0.016764450549016,0.1006285281004961,0.1321795440544933,0.0037325045802911,0.1822196078407642,0.0816040127821445,0.2092603876358402,0.1224982011874341,0.5359194063478786,0.0277943136707494,47
120,2023-01-01 12:12:31,61,48,like,,,,,,,,,,,47
146,2023-01-01 12:12:39,3,-1,post,0.5882855206652473,0.0762452291226202,0.1661599479427624,0.1218051021692351,0.0910024028385668,0.0484282765496549,0.4821706870363428,0.4259850739103912,0.225103541883039,0.4665563872372859,47
121,2023-01-01 12:13:15,32,5,share,,,,,,,,,,,47
125,2023-01-01 12:15:17,75,93,like,,,,,,,,,,,47
153,2023-01-01 12:15:20,6,53,like,,,,,,,,,,,47
152,2023-01-01 12:16:53,73,82,like,,,,,,,,,,,47
132,2023-01-01 12:18:25,3,47,share,,,,,,,,,,,47
124,2023-01-01 12:19:54,59,60,share,,,,,,,,,,,47
119,2023-01-01 12:19:56,14,52,comment,0.1993194171128115,0.2313622225232105,0.3641513049914782,0.0378090276058171,0.0604774303867168,0.3784934086199216,0.0404294234719597,0.4511718679909731,0.2240070244007464,0.3015148646048602,47
137,2023-01-01 12:21:52,59,60,like,,,,,,,,,,,48
149,2023-01-01 12:22:39,21,23,comment,0.0658201783810967,0.161953601666484,0.1295587624252687,0.0470973521683499,0.2336741212343851,0.0298509273942355,0.3262511126695012,0.260073194017079,0.0184799926624037,0.0998435778856803,48
131,2023-01-01 12:24:23,96,80,like,,,,,,,,,,,48
126,2023-01-01 12:24:26,73,59,like,,,,,,,,,,,48
123,2023-01-01 12:24:38,16,68,like,,,,,,,,,,,48
128,2023-01-01 12:35:47,18,70,comment,0.0419921142349004,0.1790277694093668,0.2495347139099886,0.3884944529260629,0.0593469236359879,0.0585394897238856,0.3390683015468035,0.2413732592660972,0.732384393408384,0.0749115990046645,49
135,2023-01-01 12:36:53,78,79,comment,0.0638244109981185,0.300302198906092,0.2078532298329986,0.0238150908362339,0.4536456760545877,0.2467896031800604,0.2839172729791772,0.0444151875974677,0.1796393829050717,0.2506125512068299,49
130,2023-01-01 12:37:29,32,51,like,,,,,,,,,,,49
139,2023-01-01 12:38:19,93,79,comment,0.1297714903521926,0.4515506669221781,0.2765803147790738,0.0344093986865682,0.1920659513110171,0.3010920594938641,0.6273763259190804,0.1079998163037574,0.1411111997339751,0.0292448257387895,49
145,2023-01-01 12:38:23,58,73,comment,0.0252387083174935,0.260096939443927,0.392993387224002,0.2940657539140669,0.32354290615274,0.4034119960617612,0.4184314601760011,0.1144113556836604,0.3545105206969605,0.0741634039322117,49
142,2023-01-01 12:38:41,56,63,like,,,,,,,,,,,49
144,2023-01-01 12:38:56,49,7,comment,0.0350575757766329,0.2334882197849873,0.1572787665029435,0.0779888600284418,0.0920003212074491,0.2143684005070196,0.0206267461215447,0.0768147335008365,0.8280061765390668,0.1153838987600301,49
143,2023-01-01 12:41:24,73,95,like,,,,,,,,,,,49
148,2023-01-01 12:42:50,9,69,like,,,,,,,,,,,49
150,2023-01-01 12:47:32,77,27,like,,,,,,,,,,,49
127,2023-01-01 12:48:31,40,-1,post,0.2533429655938737,0.1189816051828963,0.0750330766246975,0.36991741386146,0.0905805072052969,0.1496935890220909,0.3375912696320202,0.2773754927677553,0.2964523807332452,0.3868994515932582,49
134,2023-01-01 12:51:59,70,18,comment,0.0627472466971346,0.4255241921875039,0.9174317201381444,0.0205276886842657,0.0901214021529864,0.5534950836035856,0.0878379294419295,0.2775908430384495,0.2394925369612663,0.0964361589527317,50
136,2023-01-01 12:52:55,98,81,comment,0.0391120285937781,0.513636266872745,0.5183386548875604,0.063579979781678,0.1000251739652169,0.0518234722820487,0.0615826809603337,0.515384892917345,0.2585755711380098,0.1751913531734388,50
151,2023-01-01 12:57:05,19,60,like,,,,,,,,,,,50
122,2023-01-01 12:59:41,56,93,comment,0.2218611865644483,0.0756884234428262,0.2619529452860554,0.1485099339884824,0.1500075310932095,0.1620257322692273,0.3316727818485497,0.0542363286649811,0.7287641989872601,0.1032130004459958,50
138,2023-01-01 12:59:53,44,-1,post,0.3388546049082809,0.2661339109555903,0.041633167947043,0.0505364941106258,0.0118214049005644,0.1363689655991422,0.0700594677475317,0.2709324111315608,0.1154819602629351,0.1418542750811053,50
173,2023-01-01 13:00:53,74,96,comment,0.0038424035088376,0.4888919350698489,0.6372470736513072,0.1171965382757586,0.1818266872622717,0.1486344029988221,0.197440284691859,0.2232092356678857,0.1235943456595182,0.226581950532673,50
157,2023-01-01 13:01:02,13,8,like,,,,,,,,,,,50
167,2023-01-01 13:02:58,93,-1,post,0.0801372231176801,0.5796602701156646,0.2409306820414555,0.2783687880668536,0.0832984112014833,0.2352595309866517,0.1337831808214387,0.2137527660460961,0.2070057856189081,0.0398727327393061,50
156,2023-01-01 13:03:40,3,47,like,,,,,,,,,,,50
183,2023-01-01 13:05:36,75,41,comment,0.388798710551466,0.1394666839553443,0.1186443763959257,0.1384189764267816,0.3047867353125729,0.0233528564209056,0.1951879203594872,0.2271927779185019,0.0193194274101592,0.311240790697427,51
159,2023-01-01 13:07:16,58,39,like,,,,,,,,,,,51
166,2023-01-01 13:09:17,18,70,like,,,,,,,,,,,51
185,2023-01-01 13:10:41,9,4,comment,0.6286136838919648,0.2291449382131458,0.1350004376674654,0.3748315938305266,0.0967577754950733,0.3043390370891821,0.1326758808132096,0.0537644075190771,0.0346363923618933,0.1169494430548501,51
169,2023-01-01 13:15:59,8,24,like,,,,,,,,,,,51
161,2023-01-01 13:16:58,97,96,like,,,,,,,,,,,51
170,2023-01-01 13:17:25,96,27,like,,,,,,,,,,,51
176,2023-01-01 13:21:18,23,22,comment,0.2054368810705837,0.3272791243431084,0.3252909939110515,0.1895890515492908,0.2591021097664912,0.0643413431442328,0.0237270381160016,0.5563089463204856,0.1150374033934525,0.0310115389892781,52
179,2023-01-01 13:21:37,79,81,share,,,,,,,,,,,52
172,2023-01-01 13:21:58,87,79,like,,,,,,,,,,,52
160,2023-01-01 13:23:47,36,3,like,,,,,,,,,,,52
162,2023-01-01 13:24:37,34,-1,post,0.2527758741162959,0.1425830194460092,0.2774640429315192,0.0645761461254751,0.4050079896756332,0.4681281907599239,0.320505932174889,0.582583640462384,0.3322982744109181,0.1859713024779704,52
155,2023-01-01 13:25:14,12,90,like,,,,,,,,,,,52
158,2023-01-01 13:27:14,90,12,like,,,,,,,,,,,52
177,2023-01-01 13:30:49,50,-1,post,0.5692423860341721,0.2017535908738862,0.3249154426705821,0.0376778895857104,0.0149798823690998,0.1012146772507726,0.3010577963405998,0.2712437549272898,0.2690900899375137,0.2080741075595483,52
163,2023-01-01 13:31:26,79,87,like,,,,,,,,,,,52
184,2023-01-01 13:36:47,17,57,comment,0.1443604644455856,0.059031754332364,0.4620908493468714,0.2073308595652141,0.50618376011781,0.0307509631909136,0.1310295568850159,0.5073039470685127,0.3857523590936621,0.1962831660183529,53
178,2023-01-01 13:36:59,47,3,like,,,,,,,,,,,53
188,2023-01-01 13:42:12,25,35,like,,,,,,,,,,,53
182,2023-01-01 13:42:34,71,4,like,,,,,,,,,,,53
180,2023-01-01 13:42:52,40,64,comment,0.2883764765433902,0.0344360305589889,0.3226508706305042,0.4525612586221523,0.1012034750154258,0.1508627702001898,0.4180946370085898,0.0301101271800314,0.4639133050003998,0.4097131141104815,53
171,2023-01-01 13:44:06,19,15,comment,0.2378945252545156,0.0899954005358198,0.667657437006799,0.5046858033307694,0.1706023129395055,0.3095572201546682,0.204398245884902,0.1549196420187031,0.1346163164363617,0.1560115675992683,53
164,2023-01-01 13:45:17,3,36,like,,,,,,,,,,,53
154,2023-01-01 13:47:07,77,20,like,,,,,,,,,,,53
165,2023-01-01 13:47:10,88,34,like,,,,,,,,,,,53
186,2023-01-01 13:52:45,50,46,share,,,,,,,,,,,54
168,2023-01-01 13:54:13,19,39,like,,,,,,,,,,,54
187,2023-01-01 13:56:47,36,-1,post,0.0716631262654394,0.1782666528282393,0.5059829823160155,0.4316399368949647,0.0670853808689417,0.0703726075307852,0.0368466569419203,0.1389384046835506,0.3322832635742994,0.5661910659937116,54
174,2023-01-01 13:56:55,46,50,like,,,,,,,,,,,54
181,2023-01-01 13:59:14,55,80,like,,,,,,,,,,,54
175,2023-01-01 13:59:29,14,38,comment,0.2965832231290122,0.6314921558829132,0.5251846281172289,0.1521332573973387,0.0488795507075339,0.5098389578942594,0.0246536391878437,0.122358453161472,0.3226282038736253,0.2204909692531803,54
192,2023-01-01 14:02:44,45,-1,post,0.2958488140473162,0.221926131416273,0.1112809039724834,0.1284125115589977,0.4449307290295942,0.5337898969149076,0.0861622168349693,0.3011950810073005,0.2645970582554555,0.0079591387210981,54
191,2023-01-01 14:02:54,87,-1,post,0.2886600632819212,0.349436711408469,0.504642413825993,0.1220264267579288,0.4017965617573145,0.184134201688093,0.1223169779707127,0.3560709475366894,0.3040959902431611,0.5400739776435257,54
204,2023-01-01 14:04:13,35,25,like,,,,,,,,,,,54
201,2023-01-01 14:05:32,69,51,like,,,,,,,,,,,55
215,2023-01-01 14:06:16,2,36,comment,0.3167911918470835,0.0674070873390076,0.3065311075982154,0.1469866181436744,0.2755324099117859,0.406279472418636,0.2060757120148185,0.1795060011025032,0.3878788667197446,0.3390630707134603,55
207,2023-01-01 14:09:44,97,50,comment,0.2040136464522631,0.0558426298446839,0.0102164993352641,0.1204077574327395,0.143483500783509,0.6028596624168799,0.8567011027660102,0.0142522853322342,0.1170824354516242,0.008806544399667,55
200,2023-01-01 14:12:25,47,-1,post,0.1288523825193654,0.3894776684313644,0.684148174519417,0.1289387412143456,0.0509360648743011,0.0575941285611986,0.0734576847104508,0.2936036694241499,0.1263829145327457,0.0605206268680049,55
189,2023-01-01 14:13:43,6,-1,post,0.2231402619445416,0.0649869732441734,0.0922322275252954,0.443976409180274,0.4111440753153967,0.1197239647338972,0.034064203004907,0.3260113649761371,0.1357898476464287,0.1038755964191516,55
202,2023-01-01 14:16:08,2,39,like,,,,,,,,,,,55
