interaction_id,timestamp,source_id,target_id,interaction_type,content_topic_1,content_topic_2,content_topic_3,content_topic_4,content_topic_5,content_topic_6,content_topic_7,content_topic_8,content_topic_9,content_topic_10
21,2023-01-01 08:08:26,4,71,comment,0.10889629426465103,0.4889691842439613,0.04096504341346099,0.39537482311472266,0.07935404932210624,0.03245775194463655,0.4206250518898636,0.08421283993109442,0.2721895019259005,0.41410474126660257
22,2023-01-01 08:23:14,50,45,share,,,,,,,,,,
23,2023-01-01 08:39:02,26,21,comment,0.16338889704257056,0.3264348157588602,0.07202176710813156,0.029492903464224573,0.1226725673284016,0.27624240740953476,0.4170061835254795,0.23336054462236483,0.367854534892138,0.2023033617079863
24,2023-01-01 08:40:08,34,37,like,,,,,,,,,,
25,2023-01-01 08:33:31,65,18,like,,,,,,,,,,
26,2023-01-01 08:01:12,21,23,comment,0.07816065223748374,0.18941168321305044,0.2750494126256422,0.13935550936054225,0.15631862627457443,0.3600543666219388,0.3097302359815864,0.2441050035089182,0.32050723538426434,0.012586046243949864
27,2023-01-01 08:16:38,43,52,like,,,,,,,,,,
28,2023-01-01 08:45:35,90,25,comment,0.07667565448854129,0.2792116258782022,0.13870782286933278,0.4959471388188015,0.3668673133868148,0.33574708075164106,0.444260183023262,0.3323300430088866,0.06575890349897834,0.5124514862729768
29,2023-01-01 08:34:46,99,68,comment,0.3116567434507753,0.14655176046757776,0.007082528800880542,0.022900153372337615,0.135711838415877,0.0448287105218583,0.09712759287298904,0.36808800467063074,0.027992001208659377,0.2078676928317566
30,2023-01-01 08:19:20,54,44,comment,0.2790042651972884,0.21064831245741536,0.16239415584449043,0.05558141228195969,0.526719104142523,0.04160102856521798,0.3826788895560241,0.6341039612263479,0.3606283905061144,0.4922562820115139
31,2023-01-01 08:39:02,60,50,like,,,,,,,,,,
32,2023-01-01 08:28:46,99,91,comment,0.5815923969801713,0.3969657375386162,0.1488228992374713,0.13692330214099427,0.25945902197263526,0.13588244483310954,0.023494882819699612,0.20413675272299905,0.17074096606716344,0.7378510737573063
33,2023-01-01 08:15:09,90,12,like,,,,,,,,,,
34,2023-01-01 08:44:14,25,35,comment,0.3500203940095905,0.04402164015360204,0.14989513621129574,0.3355964098541225,0.07309633853113895,0.6960797083067543,0.1323740655238183,0.1748905547441559,0.42186192900027475,0.09943032867265848
35,2023-01-01 08:00:27,43,52,comment,0.15314164145164622,0.27274666067629494,0.058010243466825685,0.32571206159004595,0.06175880924401657,0.029318004470783084,0.06025689884290007,0.018040606223856677,0.004337636616793418,0.039776870488682926
36,2023-01-01 08:32:06,61,12,like,,,,,,,,,,
37,2023-01-01 08:12:23,8,63,comment,0.17742229065184326,0.14775266511957202,0.33157754195802785,0.3719631581968919,0.08448998633089756,0.3430122678670203,0.05706901687905575,0.06792067642314965,0.39834723712522135,0.02707702406264069
38,2023-01-01 09:47:53,98,81,like,,,,,,,,,,
39,2023-01-01 09:30:13,3,36,like,,,,,,,,,,
40,2023-01-01 09:47:02,28,71,comment,0.01956243600076037,0.33292011394589194,0.40409227457855584,0.07107682330946077,0.3104252039847021,0.340935987596863,0.12663057915422385,0.09551474071584118,0.038491470880996435,0.2530392396994219
41,2023-01-01 09:04:57,80,92,comment,0.2634894396054218,0.4863657561260997,0.5931672471772308,0.7986011863410469,0.011691314376919067,0.06860399485101036,0.029024453122962646,0.4172457761845187,0.11271132450198425,0.17159556734391693
42,2023-01-01 09:26:53,3,47,like,,,,,,,,,,
43,2023-01-01 09:48:34,21,-1,post,0.3759228993994893,0.3083031589914135,0.21106795172059742,0.40950396901931096,0.1830325726406743,0.06455237000640103,0.42209757635617823,0.3070417753333501,0.07206827579885902,0.23637457891153027
44,2023-01-01 09:11:31,34,51,like,,,,,,,,,,
45,2023-01-01 09:04:04,71,90,share,,,,,,,,,,
46,2023-01-01 09:03:17,2,36,like,,,,,,,,,,
47,2023-01-01 09:21:46,77,-1,post,0.014639798486714168,0.0623597347190429,0.1411008688071302,0.19159255056426602,0.053525085918171414,0.5836457691765831,0.436910996649765,0.04297002801156816,0.0033390376639700634,0.3223151413094591
48,2023-01-01 09:58:45,52,43,like,,,,,,,,,,
49,2023-01-01 09:24:41,48,-1,post,0.22538176918111083,0.08668088068781908,0.6286614821306359,0.07252962947815375,0.16311755025105495,0.31483745205131763,0.2128457892376888,0.19674023460992024,0.07457484521963395,0.27182901805347004
50,2023-01-01 09:32:04,25,-1,post,0.10783759850503809,0.234348226979985,0.3156324086858787,0.04541966832677857,0.010451245767156718,0.3728128946011585,0.04589377712533753,0.03347534540579415,0.21593695482695377,0.03403762399919139
51,2023-01-01 09:29:21,40,64,comment,0.22216211138080538,0.42416034283587506,0.44111649062048597,0.2676759549259679,0.018237593242248287,0.14883933559791068,0.11652960538035047,0.32218599371722695,0.3314134820928143,0.5670360643637165
52,2023-01-01 09:29:09,8,24,comment,0.006886925917322631,0.6648967478555909,0.33833860686836603,0.4535590561080191,0.2911916949793307,0.19642223415206062,0.22034869472407786,0.07834313640918207,0.13947807542447657,0.23732666222335072
53,2023-01-01 09:58:39,93,9,share,,,,,,,,,,
54,2023-01-01 09:11:47,87,79,comment,0.06493858916755048,0.1566468119823298,0.21796590046936717,0.03285889523320148,0.38099156785628285,0.08578367982853578,0.35929243040318637,0.11255016454895937,0.14380703108345635,0.2242958264644857
55,2023-01-01 09:34:22,34,37,share,,,,,,,,,,
56,2023-01-01 09:13:31,1,19,comment,0.17510005731354866,0.07463927868467883,0.4163781704989204,0.09070480317708539,0.6057431347884846,0.042042990596136774,0.12024872103911073,0.07882780225361852,0.46416435629524894,0.002843861615104427
57,2023-01-01 09:49:33,96,51,share,,,,,,,,,,
58,2023-01-01 09:17:06,39,19,like,,,,,,,,,,
59,2023-01-01 09:18:39,77,-1,post,0.03563011620312026,0.15979019657022556,0.2050158456964714,0.22164140906626495,0.185029107856587,0.3065853495313816,0.1779984267783957,0.20553565373503155,0.19642556849420845,0.12765857812746795
60,2023-01-01 09:52:42,28,74,like,,,,,,,,,,
61,2023-01-01 10:15:11,3,47,like,,,,,,,,,,
62,2023-01-01 10:47:40,9,50,like,,,,,,,,,,
63,2023-01-01 10:06:08,7,49,like,,,,,,,,,,
64,2023-01-01 10:20:22,14,89,comment,0.15277336225025853,0.7110799684048995,0.046704256504263415,0.05255239328220063,0.09468590606791699,0.08597860926977098,0.18576844416959928,0.3839775615035304,0.11837987704309202,0.09300427234592257
65,2023-01-01 10:31:20,91,99,share,,,,,,,,,,
66,2023-01-01 10:51:22,7,49,like,,,,,,,,,,
67,2023-01-01 10:32:24,7,49,comment,0.19908402025304756,0.16846460011505976,0.18380198012202442,0.060936321053579885,0.2251658651018302,0.40896256767403505,0.17258105135956578,0.3659229508517691,0.24655677174362645,0.42020580224137294
68,2023-01-01 10:32:10,99,-1,post,0.5114559416409843,0.16211877703531932,0.10371113309170536,0.1734116147964649,0.18737733080137625,0.4752846763560725,0.16061723297521055,0.254517143988175,0.1050877697685586,0.10085920211387146
69,2023-01-01 10:21:35,3,47,comment,0.45251349202970487,0.17499938477373306,0.11348472965933258,0.22920163991029624,0.30627918332158355,0.29776753357723784,0.5603603937824136,0.04933834617105559,0.17808006343513358,0.24471929251236027
70,2023-01-01 10:33:50,68,57,like,,,,,,,,,,
71,2023-01-01 10:06:25,57,36,like,,,,,,,,,,
72,2023-01-01 10:15:46,59,60,comment,0.06129657551878356,0.34393353189477094,0.06365068239142464,0.007702790108336322,0.2869844815262785,0.0851292433795279,0.28550816870593454,0.10491879671088332,0.18721442147017833,0.22667990666994017
73,2023-01-01 10:11:09,12,90,share,,,,,,,,,,
74,2023-01-01 10:00:56,53,64,comment,0.784618107726578,0.17528188684249982,0.030535874597562955,0.02359007823857055,0.18227522368496485,0.09307365307885257,0.34283370428035664,0.15544076850137734,0.1644933084501565,0.15128469564532115
75,2023-01-01 10:15:25,40,64,like,,,,,,,,,,
76,2023-01-01 10:46:16,71,-1,post,0.04870841792567613,0.06874737395218747,0.1823488642813019,0.02106459095363574,0.004603015460214204,0.03305901356579283,0.6472523030287665,0.045521294856622777,0.12384642059602674,0.3219482203010123
77,2023-01-01 10:59:11,1,19,like,,,,,,,,,,
78,2023-01-01 10:19:25,29,0,comment,0.00789446124197524,0.2366515232561864,0.32697122499435466,0.1855703052478765,0.048387554592999794,0.1860684981843873,0.15262405862308195,0.37684393062089366,0.39787502262347807,0.1986330764883679
79,2023-01-01 10:59:22,64,40,comment,0.5294378362318386,0.016648814675953954,0.10533037402660501,0.0466705841664914,0.39938127860898326,0.38658266640135275,0.07047850074477112,0.08974409581447144,0.12766480797619206,0.10746583373732957
80,2023-01-01 10:52:16,37,-1,post,0.1539849331200583,0.3727518018246474,0.22362838723458103,0.22326797189603184,0.017809406319630187,0.43410402978776835,0.12028655723527643,0.45574478128791507,0.10668699908729697,0.7069503470231292
81,2023-01-01 10:40:04,75,41,like,,,,,,,,,,
82,2023-01-01 10:42:57,75,93,comment,0.4573575345676652,0.2512729179404618,0.12088343082588256,0.259711990858404,0.2812308860134975,0.2234414577538759,0.14015483129882214,0.32592887240463886,0.10278723283747125,0.054090948890347594
83,2023-01-01 10:32:40,82,22,like,,,,,,,,,,
84,2023-01-01 10:17:17,68,97,comment,0.24713509474872372,0.14519984072114356,0.011019420565523963,0.3041128218391774,0.0889305465359371,0.5048453252288334,0.206778711540723,0.34516600180255413,0.1797871046138864,0.16539889973250418
85,2023-01-01 10:32:06,3,47,like,,,,,,,,,,
86,2023-01-01 10:45:54,94,79,comment,0.111503354187797,0.13773224230267705,0.3693030673327981,0.23472266798411676,0.5007010163034045,0.26702303940302646,0.5338704464611871,0.2757646907782721,0.1839736612579458,0.08487795656336247
87,2023-01-01 10:08:20,84,-1,post,0.08869101384936659,0.039786614247016,0.0317373867595193,0.08069570315039996,0.03802491932821994,0.19325477926220697,0.8984433317650942,0.007498680921944828,0.3148017827658241,0.04832259283963838
88,2023-01-01 11:04:46,96,47,like,,,,,,,,,,
89,2023-01-01 11:18:06,51,91,like,,,,,,,,,,
90,2023-01-01 11:01:15,47,-1,post,0.14109284247340442,0.1587449681231875,0.2134887817625116,0.1133329930255966,0.30112784377485535,0.02554784790389575,0.13428481104254492,0.1392761720269534,0.08509490247920126,0.06738236406848652
91,2023-01-01 11:07:57,20,83,like,,,,,,,,,,
92,2023-01-01 11:15:04,97,50,share,,,,,,,,,,
93,2023-01-01 11:32:14,89,56,comment,0.07835121460044885,0.14982683802374844,0.05045120646073081,0.0968133815203221,0.1341744351893996,0.18025074943761,0.11506788828103559,0.3592145807535701,0.2073284748303458,0.2666054080562636
94,2023-01-01 11:00:20,50,-1,post,0.47940118182051683,0.05524044156788988,0.3002428620777656,0.40555062362332683,0.028405458616992917,0.11525259470197562,0.07118028290009763,0.30278263784474735,0.08005390118609293,0.11936012622946286
95,2023-01-01 11:24:23,80,-1,post,0.19031994217523304,0.21892343855953664,0.23808612585386804,0.24987819264224248,0.25788662542188506,0.07378716189486294,0.07521684279070598,0.3756263863491156,0.16117304448283631,0.160865302290912
96,2023-01-01 11:55:28,43,52,like,,,,,,,,,,
97,2023-01-01 11:26:09,26,12,like,,,,,,,,,,
98,2023-01-01 11:54:02,78,79,like,,,,,,,,,,
99,2023-01-01 11:57:06,17,32,like,,,,,,,,,,
100,2023-01-01 11:37:26,83,-1,post,0.23232141969436002,0.11544309577301722,0.42419194920679915,0.4630192258882628,0.15924230877232726,0.6039878230190076,0.07045291358259546,0.2455278804897907,0.153277354009223,0.07065318328787445
101,2023-01-01 11:22:56,92,43,like,,,,,,,,,,
102,2023-01-01 11:49:00,79,81,like,,,,,,,,,,
103,2023-01-01 11:09:57,72,45,like,,,,,,,,,,
104,2023-01-01 11:53:48,56,-1,post,0.17572801102028324,0.24794455168388252,0.18129086169479186,0.10392272098019253,0.30962787900059074,0.06069231358734863,0.0709525171307899,0.14489008215185126,0.6585718046915002,0.051122836445080776
105,2023-01-01 11:08:40,36,3,comment,0.17171137429133193,0.11702966129418524,0.55000035156334,0.10413587225229308,0.0031351459994810025,0.20842487992418965,0.06250574449174078,0.10593365084413844,0.08177110611210897,0.15713899196962441
106,2023-01-01 11:37:31,31,-1,post,0.05563858878220857,0.14917008669107001,0.3780933779502226,0.1607267923846861,0.26921326185008604,0.17435702758280736,0.34542923432222183,0.43669014753990926,0.10344292779452513,0.10816104188912541
107,2023-01-01 11:47:19,93,79,comment,0.017285678612618614,0.3539829425489656,0.5578965559323473,0.17781910734152326,0.015302350969890324,0.3165103589201778,0.10626129942346345,0.13133360792222468,0.08223356010664173,0.3122900350638523
108,2023-01-01 11:16:09,47,-1,post,0.23203076086936164,0.2832740189089947,0.1966705900762204,0.7206734154137254,0.18177060180819674,0.016534551295487965,0.23841000977787288,0.11980587453286069,0.209190618667174,0.12087238205988957
109,2023-01-01 11:09:33,60,-1,post,0.2654555845382623,0.2664601170982584,0.08729533771131101,0.05501521582938836,0.30565066434072935,0.0555225110446115,0.1516214131124838,0.13375718838526773,0.3162089582834118,0.25423541824010837
110,2023-01-01 11:05:06,87,79,like,,,,,,,,,,
111,2023-01-01 11:53:54,42,19,like,,,,,,,,,,
112,2023-01-01 11:56:29,75,-1,post,0.21059967840646654,0.36626519673446273,0.06936736963030153,0.16127731458239064,0.23377784095210127,0.2797561546693044,0.054161797373098855,0.04243642897156319,0.06378157300508912,0.3889432541977487
113,2023-01-01 11:18:47,70,78,share,,,,,,,,,,
114,2023-01-01 11:22:04,6,53,like,,,,,,,,,,
115,2023-01-01 11:04:38,78,79,like,,,,,,,,,,
116,2023-01-01 11:03:09,19,-1,post,0.008470569995434399,0.00999239783379037,0.783709001900913,0.3556683822091601,0.017932540677013394,0.3580192485653026,0.0724355306264273,0.12583351078549815,0.031190823031163425,0.5050322394415944
117,2023-01-01 11:00:58,87,79,like,,,,,,,,,,
118,2023-01-01 11:33:26,25,35,comment,0.1374332155745998,0.042614426047107856,0.12166555513242419,0.4896846791700216,0.18869886540540665,0.38131290467407797,0.002107408643153087,0.3023353251361721,0.09409514759100569,0.18621055668433514
119,2023-01-01 12:19:56,14,52,comment,0.1993194171128115,0.23136222252321054,0.36415130499147824,0.03780902760581713,0.0604774303867168,0.37849340861992165,0.04042942347195971,0.45117186799097314,0.22400702440074644,0.30151486460486027
120,2023-01-01 12:12:31,61,48,like,,,,,,,,,,
121,2023-01-01 12:13:15,32,5,share,,,,,,,,,,
122,2023-01-01 12:59:41,56,93,comment,0.22186118656444834,0.07568842344282628,0.2619529452860554,0.14850993398848242,0.15000753109320958,0.16202573226922734,0.3316727818485497,0.054236328664981154,0.7287641989872601,0.10321300044599584
123,2023-01-01 12:24:38,16,68,like,,,,,,,,,,
124,2023-01-01 12:19:54,59,60,share,,,,,,,,,,
125,2023-01-01 12:15:17,75,93,like,,,,,,,,,,
126,2023-01-01 12:24:26,73,59,like,,,,,,,,,,
127,2023-01-01 12:48:31,40,-1,post,0.2533429655938737,0.11898160518289636,0.07503307662469755,0.36991741386146004,0.09058050720529699,0.14969358902209096,0.33759126963202024,0.27737549276775536,0.2964523807332452,0.3868994515932582
128,2023-01-01 12:35:47,18,70,comment,0.041992114234900485,0.17902776940936682,0.24953471390998863,0.3884944529260629,0.05934692363598791,0.05853948972388564,0.3390683015468035,0.24137325926609723,0.732384393408384,0.07491159900466454
129,2023-01-01 12:08:10,56,47,comment,0.016764450549016003,0.10062852810049612,0.13217954405449334,0.0037325045802911877,0.18221960784076424,0.08160401278214453,0.20926038763584026,0.12249820118743418,0.5359194063478786,0.027794313670749412
130,2023-01-01 12:37:29,32,51,like,,,,,,,,,,
131,2023-01-01 12:24:23,96,80,like,,,,,,,,,,
132,2023-01-01 12:18:25,3,47,share,,,,,,,,,,
133,2023-01-01 12:06:03,7,60,like,,,,,,,,,,
134,2023-01-01 12:51:59,70,18,comment,0.0627472466971346,0.4255241921875039,0.9174317201381444,0.020527688684265744,0.09012140215298645,0.5534950836035856,0.08783792944192959,0.27759084303844955,0.2394925369612663,0.09643615895273179
135,2023-01-01 12:36:53,78,79,comment,0.06382441099811859,0.300302198906092,0.20785322983299861,0.023815090836233906,0.4536456760545877,0.24678960318006046,0.28391727297917724,0.04441518759746774,0.1796393829050717,0.2506125512068299
136,2023-01-01 12:52:55,98,81,comment,0.03911202859377815,0.513636266872745,0.5183386548875604,0.06357997978167804,0.10002517396521698,0.051823472282048776,0.0615826809603337,0.515384892917345,0.2585755711380098,0.17519135317343884
137,2023-01-01 12:21:52,59,60,like,,,,,,,,,,
138,2023-01-01 12:59:53,44,-1,post,0.33885460490828095,0.26613391095559036,0.04163316794704308,0.05053649411062583,0.011821404900564488,0.13636896559914227,0.07005946774753176,0.27093241113156086,0.11548196026293511,0.14185427508110535
139,2023-01-01 12:38:19,93,79,comment,0.12977149035219263,0.45155066692217816,0.27658031477907385,0.034409398686568206,0.19206595131101714,0.30109205949386414,0.6273763259190804,0.10799981630375742,0.1411111997339751,0.02924482573878953
140,2023-01-01 12:07:38,47,50,comment,0.039666627332590514,0.014826185075187858,0.3046244633023385,0.2703292877287061,0.322879930457397,0.1896959460504574,0.01947241407201445,0.262366211522425,0.08860315318633072,0.18863810647107684
141,2023-01-01 12:06:17,80,54,like,,,,,,,,,,
142,2023-01-01 12:38:41,56,63,like,,,,,,,,,,
143,2023-01-01 12:41:24,73,95,like,,,,,,,,,,
144,2023-01-01 12:38:56,49,7,comment,0.035057575776632904,0.23348821978498732,0.1572787665029435,0.07798886002844185,0.09200032120744914,0.2143684005070196,0.020626746121544783,0.07681473350083652,0.8280061765390668,0.11538389876003015
145,2023-01-01 12:38:23,58,73,comment,0.025238708317493575,0.260096939443927,0.39299338722400207,0.2940657539140669,0.32354290615274006,0.40341199606176126,0.41843146017600114,0.11441135568366044,0.35451052069696054,0.07416340393221175
146,2023-01-01 12:12:39,3,-1,post,0.5882855206652473,0.07624522912262026,0.16615994794276248,0.12180510216923514,0.09100240283856689,0.04842827654965494,0.48217068703634286,0.42598507391039125,0.22510354188303908,0.46655638723728593
147,2023-01-01 12:04:00,5,-1,post,0.07102734525773254,0.23974082998479632,0.2318328553717339,0.1652666552318344,0.06040006432063345,0.2105717646061495,0.1485611036243879,0.3291928100120887,0.0977747795467929,0.10493542640693145
148,2023-01-01 12:42:50,9,69,like,,,,,,,,,,
149,2023-01-01 12:22:39,21,23,comment,0.06582017838109672,0.16195360166648404,0.12955876242526873,0.04709735216834998,0.23367412123438513,0.02985092739423551,0.3262511126695012,0.260073194017079,0.018479992662403757,0.09984357788568038
150,2023-01-01 12:47:32,77,27,like,,,,,,,,,,
151,2023-01-01 12:57:05,19,60,like,,,,,,,,,,
152,2023-01-01 12:16:53,73,82,like,,,,,,,,,,
153,2023-01-01 12:15:20,6,53,like,,,,,,,,,,
154,2023-01-01 13:47:07,77,20,like,,,,,,,,,,
155,2023-01-01 13:25:14,12,90,like,,,,,,,,,,
156,2023-01-01 13:03:40,3,47,like,,,,,,,,,,
157,2023-01-01 13:01:02,13,8,like,,,,,,,,,,
158,2023-01-01 13:27:14,90,12,like,,,,,,,,,,
159,2023-01-01 13:07:16,58,39,like,,,,,,,,,,
160,2023-01-01 13:23:47,36,3,like,,,,,,,,,,
161,2023-01-01 13:16:58,97,96,like,,,,,,,,,,
162,2023-01-01 13:24:37,34,-1,post,0.25277587411629593,0.1425830194460092,0.2774640429315192,0.06457614612547516,0.40500798967563323,0.4681281907599239,0.320505932174889,0.582583640462384,0.33229827441091814,0.18597130247797045
163,2023-01-01 13:31:26,79,87,like,,,,,,,,,,
164,2023-01-01 13:45:17,3,36,like,,,,,,,,,,
165,2023-01-01 13:47:10,88,34,like,,,,,,,,,,
166,2023-01-01 13:09:17,18,70,like,,,,,,,,,,
167,2023-01-01 13:02:58,93,-1,post,0.08013722311768016,0.5796602701156646,0.24093068204145554,0.2783687880668536,0.08329841120148335,0.23525953098665175,0.1337831808214387,0.2137527660460961,0.20700578561890814,0.03987273273930615
168,2023-01-01 13:54:13,19,39,like,,,,,,,,,,
169,2023-01-01 13:15:59,8,24,like,,,,,,,,,,
170,2023-01-01 13:17:25,96,27,like,,,,,,,,,,
171,2023-01-01 13:44:06,19,15,comment,0.2378945252545156,0.08999540053581989,0.667657437006799,0.5046858033307694,0.17060231293950556,0.30955722015466824,0.20439824588490207,0.1549196420187031,0.1346163164363617,0.15601156759926832
172,2023-01-01 13:21:58,87,79,like,,,,,,,,,,
173,2023-01-01 13:00:53,74,96,comment,0.0038424035088376004,0.4888919350698489,0.6372470736513072,0.11719653827575865,0.18182668726227175,0.14863440299882213,0.197440284691859,0.22320923566788572,0.12359434565951825,0.22658195053267302
174,2023-01-01 13:56:55,46,50,like,,,,,,,,,,
175,2023-01-01 13:59:29,14,38,comment,0.2965832231290122,0.6314921558829132,0.5251846281172289,0.15213325739733877,0.048879550707533956,0.5098389578942594,0.024653639187843787,0.12235845316147209,0.3226282038736253,0.22049096925318037
176,2023-01-01 13:21:18,23,22,comment,0.2054368810705837,0.3272791243431084,0.3252909939110515,0.18958905154929087,0.25910210976649123,0.06434134314423284,0.02372703811600165,0.5563089463204856,0.11503740339345253,0.03101153898927813
177,2023-01-01 13:30:49,50,-1,post,0.5692423860341721,0.20175359087388625,0.32491544267058214,0.03767788958571046,0.014979882369099825,0.10121467725077261,0.30105779634059987,0.2712437549272898,0.26909008993751377,0.20807410755954833
178,2023-01-01 13:36:59,47,3,like,,,,,,,,,,
179,2023-01-01 13:21:37,79,81,share,,,,,,,,,,
180,2023-01-01 13:42:52,40,64,comment,0.28837647654339027,0.034436030558988986,0.3226508706305042,0.45256125862215235,0.10120347501542587,0.15086277020018982,0.41809463700858984,0.030110127180031487,0.4639133050003998,0.40971311411048156
181,2023-01-01 13:59:14,55,80,like,,,,,,,,,,
182,2023-01-01 13:42:34,71,4,like,,,,,,,,,,
183,2023-01-01 13:05:36,75,41,comment,0.388798710551466,0.1394666839553443,0.11864437639592575,0.13841897642678164,0.3047867353125729,0.023352856420905673,0.19518792035948723,0.2271927779185019,0.019319427410159216,0.311240790697427
184,2023-01-01 13:36:47,17,57,comment,0.14436046444558567,0.059031754332364045,0.4620908493468714,0.20733085956521416,0.50618376011781,0.030750963190913656,0.13102955688501597,0.5073039470685127,0.3857523590936621,0.19628316601835294
185,2023-01-01 13:10:41,9,4,comment,0.6286136838919648,0.22914493821314585,0.1350004376674654,0.37483159383052667,0.09675777549507332,0.3043390370891821,0.13267588081320966,0.05376440751907715,0.03463639236189331,0.1169494430548501
186,2023-01-01 13:52:45,50,46,share,,,,,,,,,,
187,2023-01-01 13:56:47,36,-1,post,0.0716631262654394,0.17826665282823934,0.5059829823160155,0.4316399368949647,0.06708538086894175,0.07037260753078521,0.036846656941920325,0.13893840468355065,0.33228326357429944,0.5661910659937116
188,2023-01-01 13:42:12,25,35,like,,,,,,,,,,
189,2023-01-01 14:13:43,6,-1,post,0.22314026194454167,0.06498697324417346,0.0922322275252954,0.443976409180274,0.41114407531539676,0.11972396473389728,0.03406420300490701,0.3260113649761371,0.13578984764642876,0.10387559641915169
190,2023-01-01 14:51:47,68,67,like,,,,,,,,,,
191,2023-01-01 14:02:54,87,-1,post,0.2886600632819212,0.34943671140846905,0.504642413825993,0.12202642675792887,0.40179656175731454,0.184134201688093,0.1223169779707127,0.35607094753668944,0.3040959902431611,0.5400739776435257
192,2023-01-01 14:02:44,45,-1,post,0.2958488140473162,0.221926131416273,0.11128090397248348,0.1284125115589977,0.44493072902959424,0.5337898969149076,0.08616221683496932,0.3011950810073005,0.26459705825545554,0.007959138721098146
193,2023-01-01 14:39:53,7,60,share,,,,,,,,,,
194,2023-01-01 14:31:52,98,81,share,,,,,,,,,,
195,2023-01-01 14:19:24,47,56,like,,,,,,,,,,
196,2023-01-01 14:51:15,50,46,like,,,,,,,,,,
197,2023-01-01 14:33:05,36,2,like,,,,,,,,,,
198,2023-01-01 14:44:04,45,54,share,,,,,,,,,,
199,2023-01-01 14:51:38,34,51,like,,,,,,,,,,
200,2023-01-01 14:12:25,47,-1,post,0.12885238251936545,0.38947766843136444,0.684148174519417,0.12893874121434562,0.050936064874301155,0.057594128561198686,0.07345768471045087,0.29360366942414995,0.1263829145327457,0.060520626868004926
201,2023-01-01 14:05:32,69,51,like,,,,,,,,,,
202,2023-01-01 14:16:08,2,39,like,,,,,,,,,,
203,2023-01-01 14:39:59,3,47,share,,,,,,,,,,
204,2023-01-01 14:04:13,35,25,like,,,,,,,,,,
205,2023-01-01 14:16:58,38,-1,post,0.1836975983301609,0.2505405681810286,0.36056567199920886,0.41852354454887986,0.20805579997555576,0.23201014380561374,0.29336777820924687,0.2551795827069873,0.08609148864070212,0.2709197165191596
206,2023-01-01 14:45:01,98,81,share,,,,,,,,,,
207,2023-01-01 14:09:44,97,50,comment,0.2040136464522631,0.055842629844683966,0.01021649933526415,0.12040775743273957,0.14348350078350902,0.6028596624168799,0.8567011027660102,0.01425228533223421,0.11708243545162429,0.008806544399667052
